Hora_decimal,Vmedia_PCC_0700_pu,Vmedia_PCC_2220_pu,Vmedia_PCC_2380_pu,Vmedia_PCC_1250_pu,Vmedia_PCC_1630_pu,Vmedia_PCC_1950_pu,Vmedia_PAC_0016_pu,Vmedia_0622_Residuos_pu,Vmedia_1242_Solos_pu,Vmedia_1832_Remates_pu,Vmedia_3062_Biotecnologia_pu,Vmedia_3592_Ibama_pu,Vmedia_3722_Tambo_pu,Vmedia_3792_Laticinios_pu,Vmedia_4792_Antena_pu,Vmedia_5092_Suinocultura_pu,Vmedia_5152_Pomar_pu
2.750000,0.977421,0.980263,0.979674,0.975660,0.975000,0.974493,0.980989,0.974526,0.971268,0.971076,0.975095,0.975009,0.974285,0.974409,0.977966,0.974482,0.975214
3.000000,0.977299,0.980115,0.979514,0.975547,0.974890,0.974385,0.980852,0.974430,0.971282,0.970998,0.974992,0.974809,0.974223,0.974336,0.977150,0.974415,0.975121
3.250000,0.977371,0.980196,0.979599,0.975619,0.974963,0.974458,0.980927,0.974526,0.971264,0.971089,0.975074,0.974932,0.974308,0.974423,0.977234,0.974495,0.975164
3.500000,0.977349,0.980186,0.979589,0.975590,0.974930,0.974425,0.980917,0.974515,0.971344,0.971062,0.975068,0.975109,0.974309,0.974423,0.977228,0.974500,0.975214
3.750000,0.977236,0.980063,0.979460,0.975478,0.974818,0.974313,0.980800,0.974398,0.971100,0.970950,0.974889,0.974909,0.974095,0.974220,0.977087,0.974294,0.975009
4.000000,0.977211,0.980039,0.979436,0.975452,0.974793,0.974290,0.980778,0.974362,0.971118,0.970918,0.974926,0.974788,0.974168,0.974283,0.977055,0.974364,0.975021
4.250000,0.992369,0.992740,0.992371,0.991962,0.991848,0.991785,0.993077,0.988892,0.987427,0.988195,0.987767,0.987595,0.986977,0.987100,0.989958,0.987177,0.987864
4.500000,0.992313,0.992678,0.992309,0.991901,0.991784,0.991723,0.993014,0.988735,0.987576,0.988027,0.987917,0.987827,0.987271,0.987353,0.989877,0.987436,0.987950
4.750000,0.992458,0.992803,0.992435,0.992062,0.991951,0.991889,0.993140,0.988992,0.987695,0.988314,0.987953,0.987844,0.987244,0.987344,0.989997,0.987424,0.988035
5.000000,0.992828,0.993190,0.992844,0.992427,0.992311,0.992250,0.993507,0.989321,0.988262,0.988623,0.988521,0.988391,0.987915,0.987977,0.990924,0.988059,0.988568
5.250000,0.993183,0.993507,0.993165,0.992804,0.992696,0.992636,0.993821,0.989812,0.988664,0.989153,0.988845,0.988609,0.988229,0.988288,0.991249,0.988368,0.988905
5.500000,0.993303,0.993670,0.993351,0.992906,0.992793,0.992732,0.993964,0.989885,0.988845,0.989191,0.989067,0.988882,0.988462,0.988521,0.991493,0.988602,0.989153
5.750000,0.993601,0.993957,0.993656,0.993219,0.993111,0.993053,0.994234,0.990220,0.989205,0.989550,0.989459,0.989350,0.988911,0.988961,0.991814,0.989045,0.989526
6.000000,0.993858,0.994222,0.993937,0.993480,0.993374,0.993316,0.994484,0.990470,0.989445,0.989814,0.989762,0.989580,0.989314,0.989368,0.991617,0.989359,0.989844
6.250000,0.993765,0.994156,0.993872,0.993378,0.993270,0.993210,0.994416,0.990347,0.989327,0.989668,0.989676,0.989658,0.989215,0.989273,0.991549,0.989259,0.989774
6.500000,0.993793,0.994159,0.993871,0.993418,0.993313,0.993253,0.994424,0.990371,0.989309,0.989714,0.989641,0.989626,0.989164,0.989227,0.991541,0.989211,0.989739
6.750000,0.993788,0.994136,0.993840,0.993422,0.993319,0.993259,0.994405,0.990380,0.989273,0.989744,0.989597,0.989388,0.989105,0.989170,0.991509,0.989161,0.989677
7.000000,0.993739,0.994093,0.993798,0.993369,0.993266,0.993206,0.994362,0.990344,0.989191,0.989695,0.989536,0.989544,0.989041,0.989109,0.991462,0.989094,0.989623
7.250000,0.993676,0.994044,0.993747,0.993301,0.993199,0.993137,0.994313,0.990276,0.989014,0.989623,0.989435,0.989289,0.988908,0.988986,0.991407,0.988964,0.989508
7.500000,0.993545,0.993938,0.993640,0.993156,0.993048,0.992984,0.994208,0.990127,0.988864,0.989448,0.989268,0.989302,0.988706,0.988800,0.991297,0.988771,0.989392
7.750000,0.993532,0.993915,0.993609,0.993142,0.993032,0.992969,0.994190,0.990118,0.988782,0.989436,0.989229,0.989298,0.988664,0.988756,0.991255,0.988729,0.989323
8.000000,0.993432,0.993757,0.993492,0.993081,0.992984,0.992933,0.994047,0.990139,0.989155,0.989518,0.989445,0.989461,0.989094,0.989135,0.991672,0.989130,0.989517
8.250000,0.993430,0.993767,0.993498,0.993077,0.992981,0.992930,0.994056,0.990132,0.989027,0.989509,0.989445,0.989532,0.989098,0.989139,0.991672,0.989129,0.989467
8.500000,0.993296,0.993663,0.993374,0.992930,0.992830,0.992776,0.993949,0.989898,0.988864,0.989253,0.989309,0.989359,0.988958,0.988995,0.991493,0.988988,0.989317
8.750000,0.993073,0.993464,0.993154,0.992695,0.992592,0.992536,0.993755,0.989648,0.988432,0.988982,0.988962,0.989103,0.988535,0.988598,0.991255,0.988583,0.988971
9.000000,0.993245,0.993642,0.993329,0.992871,0.992769,0.992709,0.993928,0.989870,0.988400,0.989209,0.988948,0.989118,0.988394,0.988491,0.991108,0.988467,0.988998
9.250000,0.993204,0.993616,0.993300,0.992824,0.992720,0.992660,0.993901,0.989820,0.988327,0.989153,0.988939,0.988867,0.988391,0.988482,0.991073,0.988464,0.988948
9.500000,0.993115,0.993578,0.993263,0.992714,0.992602,0.992539,0.993855,0.989717,0.988100,0.989014,0.988820,0.988794,0.988214,0.988318,0.991068,0.988297,0.988841
9.750000,0.993086,0.993589,0.993278,0.992663,0.992543,0.992479,0.993857,0.989565,0.988118,0.988823,0.988948,0.988974,0.988418,0.988500,0.991087,0.988482,0.988906
10.000000,0.992920,0.993412,0.993088,0.992496,0.992375,0.992309,0.993692,0.989402,0.988000,0.988655,0.988685,0.988702,0.988111,0.988205,0.990874,0.988185,0.988718
10.250000,0.992917,0.993402,0.993075,0.992497,0.992379,0.992314,0.993683,0.989408,0.987955,0.988668,0.988688,0.988798,0.988130,0.988223,0.990858,0.988198,0.988685
10.500000,0.993010,0.993357,0.993061,0.992641,0.992541,0.992486,0.993665,0.989685,0.988450,0.989032,0.988905,0.989077,0.988495,0.988555,0.990861,0.988539,0.988926
10.750000,0.993008,0.993362,0.993065,0.992638,0.992537,0.992483,0.993669,0.989680,0.988455,0.989027,0.988912,0.988998,0.988505,0.988562,0.990866,0.988548,0.988930
11.000000,0.992855,0.993278,0.992958,0.992457,0.992349,0.992286,0.993581,0.989467,0.987841,0.988768,0.988544,0.988698,0.987968,0.988068,0.991210,0.988041,0.988542
11.250000,0.992771,0.993238,0.992919,0.992351,0.992235,0.992171,0.993531,0.989242,0.987850,0.988509,0.988600,0.988641,0.988083,0.988162,0.991176,0.988144,0.988567
11.500000,0.992873,0.993354,0.993033,0.992454,0.992340,0.992275,0.993644,0.989458,0.987764,0.988726,0.988580,0.988673,0.987977,0.988080,0.991315,0.988055,0.988567
11.750000,0.992552,0.993057,0.992718,0.992122,0.992003,0.991935,0.993357,0.989118,0.987209,0.988368,0.988162,0.988130,0.987486,0.987605,0.990974,0.987582,0.988106
12.000000,0.992479,0.992958,0.992604,0.992053,0.991935,0.991868,0.993265,0.989044,0.987333,0.988295,0.988082,0.987950,0.987341,0.987450,0.990365,0.987526,0.988050
12.250000,0.992500,0.992991,0.992632,0.992066,0.991948,0.991881,0.993299,0.989089,0.987198,0.988329,0.988030,0.988186,0.987247,0.987371,0.990375,0.987432,0.987995
12.500000,0.992352,0.992797,0.992426,0.991936,0.991820,0.991753,0.993119,0.988885,0.987168,0.988155,0.987877,0.987968,0.987136,0.987248,0.990136,0.987314,0.987841
12.750000,0.992358,0.992809,0.992436,0.991943,0.991832,0.991766,0.993131,0.988952,0.987155,0.988227,0.987876,0.987782,0.987124,0.987239,0.990147,0.987309,0.987841
13.000000,0.992176,0.992549,0.992211,0.991780,0.991672,0.991612,0.992899,0.988800,0.987194,0.988105,0.987827,0.987855,0.987183,0.987270,0.989971,0.987345,0.987771
13.250000,0.992382,0.992775,0.992441,0.991984,0.991876,0.991815,0.993108,0.988989,0.987445,0.988291,0.988108,0.988127,0.987497,0.987571,0.990207,0.987650,0.988035
13.500000,0.992418,0.992890,0.992560,0.991985,0.991866,0.991802,0.993205,0.988945,0.987433,0.988186,0.988188,0.988205,0.987547,0.987627,0.990357,0.987700,0.988130
13.750000,0.992217,0.992713,0.992363,0.991773,0.991648,0.991581,0.993034,0.988721,0.987173,0.987942,0.987908,0.987864,0.987215,0.987306,0.990142,0.987377,0.987873
14.000000,0.992458,0.992925,0.992568,0.992032,0.991915,0.991849,0.993245,0.989083,0.987355,0.988336,0.988062,0.988050,0.987341,0.987441,0.990814,0.987505,0.988032
14.250000,0.992253,0.992718,0.992346,0.991824,0.991706,0.991639,0.993048,0.988873,0.986973,0.988123,0.987800,0.987644,0.987055,0.987159,0.990575,0.987223,0.987709
14.500000,0.992251,0.992690,0.992308,0.991833,0.991721,0.991655,0.993025,0.988867,0.987077,0.988136,0.987798,0.987627,0.987083,0.987179,0.990501,0.987245,0.987714
14.750000,0.992367,0.992806,0.992422,0.991948,0.991832,0.991764,0.993137,0.988924,0.987350,0.988186,0.987885,0.987823,0.987145,0.987245,0.990619,0.987305,0.987895
15.000000,0.992177,0.992625,0.992244,0.991753,0.991636,0.991569,0.992959,0.988718,0.987273,0.987973,0.987808,0.987723,0.987136,0.987221,0.989803,0.987291,0.987800
15.250000,0.992217,0.992677,0.992297,0.991792,0.991679,0.991613,0.993010,0.988826,0.987286,0.988082,0.987845,0.987779,0.987168,0.987250,0.989853,0.987318,0.987827
15.500000,0.992217,0.992602,0.992273,0.991810,0.991699,0.991638,0.992949,0.988827,0.987594,0.988114,0.988021,0.987955,0.987458,0.987515,0.989919,0.987595,0.988026
15.750000,0.991948,0.992381,0.992047,0.991514,0.991396,0.991334,0.992728,0.988494,0.987205,0.987741,0.987759,0.987695,0.987176,0.987239,0.989682,0.987318,0.987744
16.000000,0.991861,0.992307,0.991956,0.991425,0.991307,0.991247,0.992653,0.988448,0.987014,0.987689,0.987648,0.987602,0.987061,0.987129,0.989570,0.987205,0.987602
16.250000,0.991452,0.991948,0.991580,0.990988,0.990858,0.990790,0.992297,0.987836,0.986536,0.987027,0.987148,0.987086,0.986477,0.986567,0.989173,0.986645,0.987164
16.500000,0.991639,0.992102,0.991717,0.991195,0.991074,0.991008,0.992455,0.988167,0.986750,0.987391,0.987253,0.987155,0.986571,0.986664,0.989265,0.986736,0.987288
16.750000,0.991886,0.992331,0.991947,0.991455,0.991343,0.991277,0.992680,0.988503,0.986918,0.987755,0.987441,0.987309,0.986727,0.986826,0.989486,0.986895,0.987464
17.000000,0.991956,0.992409,0.992035,0.991524,0.991410,0.991345,0.992752,0.988564,0.987082,0.987809,0.987580,0.987500,0.986891,0.986979,0.990089,0.987050,0.987605
17.250000,0.992084,0.992531,0.992152,0.991660,0.991548,0.991483,0.992871,0.988721,0.987168,0.987979,0.987676,0.987559,0.986973,0.987064,0.990199,0.987132,0.987695
17.500000,0.992208,0.992676,0.992312,0.991777,0.991664,0.991597,0.993005,0.988805,0.987355,0.988055,0.987853,0.987691,0.987159,0.987241,0.990407,0.987309,0.987882
17.750000,0.992255,0.992738,0.992381,0.991814,0.991694,0.991626,0.993060,0.988830,0.987400,0.988050,0.987930,0.987868,0.987236,0.987323,0.990478,0.987386,0.987964
18.000000,0.992066,0.992572,0.992215,0.991621,0.991502,0.991435,0.992899,0.988679,0.987155,0.987900,0.987786,0.987753,0.987205,0.987291,0.989808,0.987264,0.987814
18.250000,0.992256,0.992728,0.992374,0.991828,0.991712,0.991647,0.993053,0.988889,0.987383,0.988136,0.987971,0.987903,0.987403,0.987482,0.989971,0.987455,0.987989
18.500000,0.992182,0.992640,0.992280,0.991751,0.991633,0.991570,0.992971,0.988776,0.987497,0.988023,0.987994,0.987817,0.987505,0.987564,0.989848,0.987544,0.987995
18.750000,0.992397,0.992831,0.992476,0.991982,0.991870,0.991805,0.993156,0.989003,0.987836,0.988273,0.988164,0.987995,0.987650,0.987714,0.990055,0.987695,0.988250
19.000000,0.992500,0.992950,0.992607,0.992080,0.991967,0.991902,0.993269,0.989108,0.987932,0.988368,0.988267,0.988108,0.987732,0.987800,0.990205,0.987777,0.988377
19.250000,0.992595,0.993048,0.992708,0.992172,0.992058,0.991992,0.993362,0.989192,0.988077,0.988445,0.988389,0.988323,0.987868,0.987932,0.990307,0.987905,0.988509
19.500000,0.992555,0.993062,0.992733,0.992112,0.991994,0.991927,0.993365,0.989142,0.987959,0.988365,0.988395,0.988252,0.987859,0.987927,0.990370,0.987900,0.988500
19.750000,0.992280,0.992773,0.992424,0.991838,0.991720,0.991653,0.993096,0.988892,0.987545,0.988123,0.987994,0.987903,0.987408,0.987488,0.990045,0.987458,0.988086
20.000000,0.992091,0.992584,0.992222,0.991615,0.991484,0.991414,0.992917,0.988606,0.987318,0.987785,0.987771,0.987706,0.987173,0.987255,0.990318,0.987221,0.987864
20.250000,0.992020,0.992527,0.992165,0.991537,0.991409,0.991340,0.992862,0.988585,0.987255,0.987756,0.987721,0.987574,0.987123,0.987200,0.990260,0.987170,0.987805
20.500000,0.992035,0.992549,0.992185,0.991548,0.991423,0.991353,0.992885,0.988642,0.987247,0.987814,0.987709,0.987523,0.987091,0.987173,0.990276,0.987141,0.987809
20.750000,0.992022,0.992546,0.992187,0.991538,0.991415,0.991346,0.992877,0.988591,0.987273,0.987770,0.987739,0.987455,0.987136,0.987214,0.990286,0.987188,0.987832
21.000000,0.992056,0.992568,0.992209,0.991582,0.991464,0.991394,0.992899,0.988650,0.987068,0.987850,0.987630,0.987517,0.986945,0.987052,0.989979,0.987020,0.987723
21.250000,0.992150,0.992671,0.992318,0.991670,0.991550,0.991479,0.992998,0.988712,0.987241,0.987895,0.987798,0.987670,0.987150,0.987242,0.990094,0.987209,0.987882
21.500000,0.991891,0.992424,0.992064,0.991404,0.991279,0.991207,0.992755,0.988405,0.986841,0.987577,0.987480,0.987414,0.986788,0.986897,0.989835,0.986865,0.987555
21.750000,0.991824,0.992343,0.991979,0.991346,0.991227,0.991157,0.992678,0.988395,0.986777,0.987591,0.987371,0.987162,0.986665,0.986782,0.989748,0.986758,0.987464
22.000000,0.991808,0.992344,0.991984,0.991320,0.991190,0.991120,0.992674,0.988276,0.986855,0.987441,0.987471,0.987427,0.986833,0.986933,0.989745,0.986909,0.987545
22.250000,0.991894,0.992413,0.992055,0.991412,0.991287,0.991217,0.992743,0.988430,0.986891,0.987612,0.987494,0.987450,0.986823,0.986932,0.989819,0.986900,0.987582
22.500000,0.991867,0.992364,0.991999,0.991391,0.991267,0.991199,0.992700,0.988406,0.987027,0.987600,0.987505,0.987342,0.986882,0.986977,0.989730,0.986955,0.987611
22.750000,0.992055,0.992558,0.992201,0.991579,0.991458,0.991390,0.992884,0.988609,0.987264,0.987803,0.987714,0.987677,0.987095,0.987191,0.989942,0.987167,0.987845
23.000000,0.992058,0.992572,0.992218,0.991586,0.991469,0.991402,0.992896,0.988644,0.987164,0.987850,0.987667,0.987480,0.986998,0.987109,0.990451,0.987086,0.987800
23.250000,0.991948,0.992443,0.992081,0.991483,0.991366,0.991298,0.992774,0.988530,0.987076,0.987745,0.987476,0.987327,0.986776,0.986900,0.990318,0.986876,0.987659
23.500000,0.992051,0.992551,0.992197,0.991583,0.991461,0.991389,0.992876,0.988538,0.987118,0.987750,0.987527,0.987514,0.986782,0.986915,0.990462,0.986885,0.987732
23.750000,0.992073,0.992561,0.992207,0.991612,0.991489,0.991418,0.992887,0.988573,0.987082,0.987786,0.987532,0.987514,0.986785,0.986923,0.990470,0.986894,0.987714
24.000000,0.991881,0.992343,0.991971,0.991423,0.991301,0.991233,0.992684,0.988448,0.986882,0.987673,0.987305,0.987265,0.986477,0.986609,0.989727,0.986680,0.987441
24.250000,0.991711,0.992191,0.991816,0.991246,0.991122,0.991052,0.992533,0.988230,0.986686,0.987441,0.987139,0.987082,0.986305,0.986436,0.989567,0.986509,0.987273
24.500000,0.991667,0.992135,0.991756,0.991203,0.991080,0.991012,0.992481,0.988191,0.986745,0.987409,0.987105,0.987082,0.986295,0.986427,0.989478,0.986495,0.987268
24.750000,0.991844,0.992301,0.991926,0.991390,0.991271,0.991205,0.992644,0.988388,0.986986,0.987621,0.987358,0.987232,0.986595,0.986706,0.989651,0.986782,0.987479
25.000000,0.992096,0.992567,0.992209,0.991636,0.991514,0.991446,0.992895,0.988550,0.987441,0.987768,0.987748,0.987632,0.987048,0.987136,0.989966,0.987214,0.987882
25.250000,0.992089,0.992541,0.992178,0.991637,0.991515,0.991448,0.992873,0.988542,0.987359,0.987768,0.987709,0.987671,0.987009,0.987100,0.989929,0.987177,0.987814
25.500000,0.992162,0.992623,0.992267,0.991714,0.991594,0.991526,0.992950,0.988677,0.987282,0.987914,0.987698,0.987489,0.986927,0.987036,0.990055,0.987112,0.987809
25.750000,0.992194,0.992670,0.992317,0.991738,0.991620,0.991552,0.992994,0.988714,0.987391,0.987941,0.987798,0.987636,0.987059,0.987159,0.990108,0.987232,0.987909
26.000000,0.992121,0.992620,0.992271,0.991652,0.991523,0.991454,0.992940,0.988552,0.987350,0.987750,0.987750,0.987614,0.987005,0.987105,0.990549,0.987182,0.987882
26.250000,0.992100,0.992576,0.992220,0.991638,0.991513,0.991444,0.992904,0.988636,0.987195,0.987845,0.987614,0.987567,0.986823,0.986942,0.990491,0.987009,0.987755
26.500000,0.992097,0.992585,0.992233,0.991630,0.991502,0.991433,0.992909,0.988539,0.987314,0.987741,0.987730,0.987626,0.987000,0.987098,0.990509,0.987171,0.987845
26.750000,0.992259,0.992714,0.992360,0.991811,0.991689,0.991621,0.993040,0.988809,0.987473,0.988038,0.987835,0.987708,0.987088,0.987191,0.990635,0.987264,0.987950
27.000000,0.992319,0.992749,0.992392,0.991880,0.991761,0.991696,0.993077,0.988861,0.987655,0.988109,0.987980,0.987723,0.987308,0.987386,0.990016,0.987468,0.988059
27.250000,0.992411,0.992858,0.992510,0.991961,0.991835,0.991771,0.993178,0.988980,0.987800,0.988209,0.988118,0.987900,0.987462,0.987536,0.990142,0.987618,0.988215
27.500000,0.992444,0.992907,0.992561,0.991988,0.991860,0.991796,0.993222,0.989032,0.987773,0.988247,0.988159,0.987962,0.987495,0.987573,0.990189,0.987653,0.988241
27.750000,0.992336,0.992793,0.992441,0.991888,0.991764,0.991700,0.993114,0.988958,0.987561,0.988191,0.987998,0.987832,0.987309,0.987394,0.990060,0.987473,0.988059
28.000000,0.992216,0.992658,0.992297,0.991770,0.991647,0.991584,0.992988,0.988808,0.987536,0.988042,0.987876,0.987586,0.987203,0.987285,0.989903,0.987365,0.987959
28.250000,0.992099,0.992539,0.992171,0.991655,0.991534,0.991469,0.992875,0.988653,0.987295,0.987891,0.987721,0.987486,0.987032,0.987118,0.989764,0.987200,0.987764
28.500000,0.992107,0.992514,0.992140,0.991670,0.991552,0.991489,0.992856,0.988702,0.987465,0.987952,0.987755,0.987650,0.987117,0.987191,0.989706,0.987271,0.987823
28.750000,0.992219,0.992617,0.992246,0.991789,0.991672,0.991609,0.992955,0.988788,0.987642,0.988050,0.987871,0.987632,0.987232,0.987305,0.989819,0.987386,0.987959
29.000000,0.992397,0.992784,0.992418,0.991979,0.991867,0.991803,0.993117,0.988994,0.987659,0.988277,0.987958,0.987867,0.987264,0.987353,0.990480,0.987429,0.988036
29.250000,0.992522,0.992900,0.992539,0.992110,0.991999,0.991937,0.993229,0.989121,0.987855,0.988415,0.988112,0.988000,0.987439,0.987524,0.990609,0.987605,0.988200
29.500000,0.992548,0.992985,0.992644,0.992114,0.991995,0.991930,0.993296,0.989035,0.987882,0.988285,0.988248,0.988145,0.987586,0.987668,0.990761,0.987745,0.988335
29.750000,0.993026,0.993413,0.993088,0.992622,0.992514,0.992452,0.993711,0.989606,0.988382,0.988909,0.988718,0.988614,0.988067,0.988150,0.991218,0.988230,0.988806
30.000000,0.993179,0.993582,0.993270,0.992770,0.992658,0.992595,0.993866,0.989721,0.988536,0.989018,0.988917,0.988930,0.988365,0.988452,0.990924,0.988433,0.989036
30.250000,0.993018,0.993464,0.993155,0.992593,0.992479,0.992415,0.993746,0.989552,0.988330,0.988820,0.988809,0.988735,0.988259,0.988345,0.990808,0.988327,0.988912
30.500000,0.992977,0.993429,0.993115,0.992545,0.992429,0.992364,0.993716,0.989497,0.988305,0.988755,0.988755,0.988548,0.988195,0.988277,0.990761,0.988264,0.988868
30.750000,0.992832,0.993279,0.992954,0.992405,0.992289,0.992223,0.993575,0.989367,0.988141,0.988624,0.988603,0.988520,0.988055,0.988136,0.990596,0.988123,0.988694
31.000000,0.991966,0.992509,0.992161,0.991481,0.991341,0.991270,0.992827,0.988245,0.987323,0.987402,0.987832,0.987585,0.987308,0.987379,0.989793,0.987373,0.987920
31.250000,0.991268,0.991879,0.991494,0.990737,0.990580,0.990500,0.992227,0.987461,0.986436,0.986518,0.987009,0.986930,0.986405,0.986500,0.989092,0.986482,0.987114
31.500000,0.989901,0.990529,0.990066,0.989353,0.989194,0.989110,0.990947,0.986036,0.984791,0.985106,0.985289,0.984327,0.984483,0.984611,0.987598,0.984621,0.985395
31.750000,0.988434,0.989169,0.988644,0.987807,0.987618,0.987524,0.989647,0.984397,0.983220,0.983338,0.983650,0.982321,0.982715,0.982868,0.986131,0.982897,0.983817
32.000000,0.987275,0.987935,0.987371,0.986657,0.986473,0.986382,0.988497,0.983353,0.981723,0.982327,0.982367,0.980791,0.981452,0.981594,0.985291,0.981626,0.982333
32.250000,0.986070,0.986918,0.986329,0.985334,0.985103,0.984999,0.987499,0.981742,0.980368,0.980486,0.981309,0.979797,0.980389,0.980533,0.984223,0.980565,0.981256
32.500000,0.985062,0.985956,0.985307,0.984286,0.984037,0.983926,0.986575,0.980585,0.979344,0.979256,0.980144,0.978956,0.979177,0.979335,0.983126,0.979341,0.980156
32.750000,0.984327,0.985319,0.984633,0.983501,0.983240,0.983126,0.985954,0.979933,0.978202,0.978535,0.979311,0.977915,0.978235,0.978406,0.982404,0.978409,0.979230
33.000000,0.982254,0.983654,0.982955,0.981191,0.980852,0.980737,0.984297,0.977898,0.975506,0.976088,0.977642,0.975747,0.976576,0.976744,0.980417,0.976774,0.977333
33.250000,0.981693,0.983082,0.982341,0.980630,0.980291,0.980164,0.983764,0.977294,0.974892,0.975492,0.976595,0.974389,0.975205,0.975452,0.979769,0.975483,0.976571
33.500000,0.981668,0.982979,0.982205,0.980660,0.980347,0.980223,0.983684,0.977506,0.973941,0.975812,0.976214,0.974108,0.974708,0.974989,0.979588,0.974998,0.975891
33.750000,0.981813,0.983334,0.982618,0.980688,0.980323,0.980187,0.983980,0.977048,0.974783,0.975074,0.977138,0.975611,0.975976,0.976180,0.980081,0.976202,0.976862
34.000000,0.982678,0.983861,0.983095,0.981749,0.981457,0.981325,0.984550,0.978153,0.975648,0.976553,0.977289,0.975485,0.975909,0.976158,0.980496,0.976170,0.977115
34.250000,0.981125,0.982629,0.981868,0.979998,0.979642,0.979518,0.983315,0.976597,0.973909,0.974702,0.976232,0.974135,0.974956,0.975171,0.979276,0.975208,0.975908
34.500000,0.980665,0.982005,0.981231,0.979596,0.979265,0.979152,0.982756,0.976356,0.973389,0.974574,0.975573,0.973648,0.974291,0.974511,0.978601,0.974529,0.975233
34.750000,0.980435,0.981991,0.981256,0.979245,0.978875,0.978771,0.982701,0.976226,0.972953,0.974211,0.975773,0.974406,0.974639,0.974839,0.978648,0.974838,0.975317
35.000000,0.979907,0.981536,0.980770,0.978677,0.978290,0.978174,0.982260,0.975252,0.972653,0.973156,0.974930,0.973467,0.973538,0.973802,0.978638,0.973791,0.974852
35.250000,0.980171,0.981723,0.980937,0.978980,0.978611,0.978501,0.982452,0.975794,0.972206,0.973761,0.975055,0.974303,0.973683,0.973955,0.978759,0.973912,0.974670
35.500000,0.980217,0.981921,0.981180,0.978955,0.978558,0.978438,0.982605,0.975367,0.972929,0.973209,0.975414,0.974642,0.974092,0.974353,0.979087,0.974317,0.975321
35.750000,0.980327,0.982017,0.981277,0.979059,0.978661,0.978541,0.982698,0.975439,0.973124,0.973261,0.975594,0.975192,0.974348,0.974594,0.979192,0.974547,0.975479
36.000000,0.980452,0.982148,0.981411,0.979177,0.978779,0.978662,0.982819,0.975548,0.973511,0.973365,0.975842,0.975497,0.974574,0.974795,0.978850,0.974848,0.975755
36.250000,0.980738,0.982439,0.981715,0.979470,0.979071,0.978949,0.983093,0.975839,0.973697,0.973661,0.976108,0.975758,0.974798,0.975029,0.979144,0.975076,0.976012
36.500000,0.981081,0.982668,0.981926,0.979880,0.979508,0.979392,0.983335,0.976765,0.973462,0.974706,0.976155,0.975935,0.974758,0.975012,0.979294,0.975038,0.975894
36.750000,0.981272,0.982849,0.982126,0.980074,0.979706,0.979588,0.983507,0.977071,0.973865,0.975015,0.976308,0.976189,0.974864,0.975139,0.979514,0.975159,0.976212
37.000000,0.981507,0.983094,0.982447,0.980283,0.979901,0.979785,0.983732,0.977142,0.974442,0.975029,0.977114,0.977000,0.975961,0.976161,0.979913,0.976205,0.976882
