Hora_decimal,Posto_horario
156.25,FORA_PONTA
156.5,FORA_PONTA
156.75,FORA_PONTA
157.0,FORA_PONTA
157.25,FORA_PONTA
157.5,FORA_PONTA
157.75,FORA_PONTA
158.0,FORA_PONTA
158.25,FORA_PONTA
158.5,FORA_PONTA
158.75,FORA_PONTA
159.0,FORA_PONTA
159.25,FORA_PONTA
159.5,FORA_PONTA
159.75,FORA_PONTA
160.0,FORA_PONTA
160.25,FORA_PONTA
160.5,FORA_PONTA
160.75,FORA_PONTA
161.0,FORA_PONTA
161.25,FORA_PONTA
161.5,FORA_PONTA
161.75,PONTA
162.0,PONTA
162.25,PONTA
162.5,PONTA
162.75,PONTA
163.0,PONTA
163.25,PONTA
163.5,PONTA
163.75,PONTA
164.0,PONTA
164.25,PONTA
164.5,PONTA
164.75,FORA_PONTA
165.0,FORA_PONTA
165.25,FORA_PONTA
165.5,FORA_PONTA
165.75,FORA_PONTA
166.0,FORA_PONTA
166.25,FORA_PONTA
166.5,FORA_PONTA
166.75,FORA_PONTA
167.0,FORA_PONTA
167.25,FORA_PONTA
167.5,FORA_PONTA
167.75,FORA_PONTA
168.0,FORA_PONTA
168.25,FORA_PONTA
168.5,FORA_PONTA
168.75,FORA_PONTA
169.0,FORA_PONTA
169.25,FORA_PONTA
169.5,FORA_PONTA
169.75,FORA_PONTA
170.0,FORA_PONTA
170.25,FORA_PONTA
170.5,FORA_PONTA
170.75,FORA_PONTA
171.0,FORA_PONTA
171.25,FORA_PONTA
171.5,FORA_PONTA
171.75,FORA_PONTA
172.0,FORA_PONTA
172.25,FORA_PONTA
172.5,FORA_PONTA
172.75,FORA_PONTA
173.0,FORA_PONTA
173.25,FORA_PONTA
173.5,FORA_PONTA
173.75,FORA_PONTA
174.0,FORA_PONTA
174.25,FORA_PONTA
174.5,FORA_PONTA
174.75,FORA_PONTA
175.0,FORA_PONTA
175.25,FORA_PONTA
175.5,FORA_PONTA
175.75,FORA_PONTA
176.0,FORA_PONTA
176.25,FORA_PONTA
176.5,FORA_PONTA
176.75,FORA_PONTA
177.0,FORA_PONTA
177.25,FORA_PONTA
177.5,FORA_PONTA
177.75,FORA_PONTA
178.0,FORA_PONTA
178.25,FORA_PONTA
178.5,FORA_PONTA
178.75,FORA_PONTA
179.0,FORA_PONTA
179.25,FORA_PONTA
179.5,FORA_PONTA
179.75,FORA_PONTA
180.0,FORA_PONTA
180.25,FORA_PONTA
180.5,FORA_PONTA
180.75,FORA_PONTA
181.0,FORA_PONTA
181.25,FORA_PONTA
181.5,FORA_PONTA
181.75,FORA_PONTA
182.0,FORA_PONTA
182.25,FORA_PONTA
182.5,FORA_PONTA
182.75,FORA_PONTA
183.0,FORA_PONTA
183.25,FORA_PONTA
183.5,FORA_PONTA
183.75,FORA_PONTA
184.0,FORA_PONTA
184.25,FORA_PONTA
184.5,FORA_PONTA
184.75,FORA_PONTA
185.0,FORA_PONTA
185.25,FORA_PONTA
185.5,FORA_PONTA
185.75,PONTA
186.0,PONTA
186.25,PONTA
186.5,PONTA
186.75,PONTA
187.0,PONTA
187.25,PONTA
187.5,PONTA
187.75,PONTA
188.0,PONTA
188.25,PONTA
188.5,PONTA
188.75,FORA_PONTA
189.0,FORA_PONTA
189.25,FORA_PONTA
189.5,FORA_PONTA
189.75,FORA_PONTA
190.0,FORA_PONTA
190.25,FORA_PONTA
190.5,FORA_PONTA
190.75,FORA_PONTA
191.0,FORA_PONTA
191.25,FORA_PONTA
191.5,FORA_PONTA
191.75,FORA_PONTA
192.0,FORA_PONTA
192.25,FORA_PONTA
192.5,FORA_PONTA
192.75,FORA_PONTA
193.0,FORA_PONTA
193.25,FORA_PONTA
193.5,FORA_PONTA
193.75,FORA_PONTA
194.0,FORA_PONTA
194.25,FORA_PONTA
194.5,FORA_PONTA
194.75,FORA_PONTA
195.0,FORA_PONTA
195.25,FORA_PONTA
195.5,FORA_PONTA
195.75,FORA_PONTA
196.0,FORA_PONTA
196.25,FORA_PONTA
196.5,FORA_PONTA
196.75,FORA_PONTA
197.0,FORA_PONTA
197.25,FORA_PONTA
197.5,FORA_PONTA
197.75,FORA_PONTA
198.0,FORA_PONTA
198.25,FORA_PONTA
198.5,FORA_PONTA
198.75,FORA_PONTA
199.0,FORA_PONTA
199.25,FORA_PONTA
199.5,FORA_PONTA
199.75,FORA_PONTA
200.0,FORA_PONTA
200.25,FORA_PONTA
200.5,FORA_PONTA
200.75,FORA_PONTA
201.0,FORA_PONTA
201.25,FORA_PONTA
201.5,FORA_PONTA
201.75,FORA_PONTA
202.0,FORA_PONTA
202.25,FORA_PONTA
202.5,FORA_PONTA
202.75,FORA_PONTA
203.0,FORA_PONTA
203.25,FORA_PONTA
203.5,FORA_PONTA
203.75,FORA_PONTA
204.0,FORA_PONTA
204.25,FORA_PONTA
204.5,FORA_PONTA
204.75,FORA_PONTA
205.0,FORA_PONTA
205.25,FORA_PONTA
205.5,FORA_PONTA
205.75,FORA_PONTA
206.0,FORA_PONTA
206.25,FORA_PONTA
206.5,FORA_PONTA
206.75,FORA_PONTA
207.0,FORA_PONTA
207.25,FORA_PONTA
207.5,FORA_PONTA
207.75,FORA_PONTA
208.0,FORA_PONTA
208.25,FORA_PONTA
208.5,FORA_PONTA
208.75,FORA_PONTA
209.0,FORA_PONTA
209.25,FORA_PONTA
209.5,FORA_PONTA
209.75,PONTA
210.0,PONTA
210.25,PONTA
210.5,PONTA
210.75,PONTA
211.0,PONTA
211.25,PONTA
211.5,PONTA
211.75,PONTA
212.0,PONTA
212.25,PONTA
212.5,PONTA
212.75,FORA_PONTA
213.0,FORA_PONTA
213.25,FORA_PONTA
213.5,FORA_PONTA
213.75,FORA_PONTA
214.0,FORA_PONTA
214.25,FORA_PONTA
214.5,FORA_PONTA
214.75,FORA_PONTA
215.0,FORA_PONTA
215.25,FORA_PONTA
215.5,FORA_PONTA
215.75,FORA_PONTA
216.0,FORA_PONTA
216.25,FORA_PONTA
216.5,FORA_PONTA
216.75,FORA_PONTA
217.0,FORA_PONTA
217.25,FORA_PONTA
217.5,FORA_PONTA
217.75,FORA_PONTA
218.0,FORA_PONTA
218.25,FORA_PONTA
218.5,FORA_PONTA
218.75,FORA_PONTA
219.0,FORA_PONTA
219.25,FORA_PONTA
219.5,FORA_PONTA
219.75,FORA_PONTA
220.0,FORA_PONTA
220.25,FORA_PONTA
220.5,FORA_PONTA
220.75,FORA_PONTA
221.0,FORA_PONTA
221.25,FORA_PONTA
221.5,FORA_PONTA
221.75,FORA_PONTA
222.0,FORA_PONTA
222.25,FORA_PONTA
222.5,FORA_PONTA
222.75,FORA_PONTA
223.0,FORA_PONTA
223.25,FORA_PONTA
223.5,FORA_PONTA
223.75,FORA_PONTA
224.0,FORA_PONTA
224.25,FORA_PONTA
224.5,FORA_PONTA
224.75,FORA_PONTA
225.0,FORA_PONTA
225.25,FORA_PONTA
225.5,FORA_PONTA
225.75,FORA_PONTA
226.0,FORA_PONTA
226.25,FORA_PONTA
226.5,FORA_PONTA
226.75,FORA_PONTA
227.0,FORA_PONTA
227.25,FORA_PONTA
227.5,FORA_PONTA
227.75,FORA_PONTA
228.0,FORA_PONTA
228.25,FORA_PONTA
228.5,FORA_PONTA
228.75,FORA_PONTA
229.0,FORA_PONTA
229.25,FORA_PONTA
229.5,FORA_PONTA
229.75,FORA_PONTA
230.0,FORA_PONTA
230.25,FORA_PONTA
230.5,FORA_PONTA
230.75,FORA_PONTA
231.0,FORA_PONTA
231.25,FORA_PONTA
231.5,FORA_PONTA
231.75,FORA_PONTA
232.0,FORA_PONTA
232.25,FORA_PONTA
232.5,FORA_PONTA
232.75,FORA_PONTA
233.0,FORA_PONTA
233.25,FORA_PONTA
233.5,FORA_PONTA
233.75,PONTA
234.0,PONTA
234.25,PONTA
234.5,PONTA
234.75,PONTA
235.0,PONTA
235.25,PONTA
235.5,PONTA
235.75,PONTA
236.0,PONTA
236.25,PONTA
236.5,PONTA
236.75,FORA_PONTA
237.0,FORA_PONTA
237.25,FORA_PONTA
237.5,FORA_PONTA
237.75,FORA_PONTA
238.0,FORA_PONTA
238.25,FORA_PONTA
238.5,FORA_PONTA
238.75,FORA_PONTA
239.0,FORA_PONTA
239.25,FORA_PONTA
239.5,FORA_PONTA
239.75,FORA_PONTA
240.0,FORA_PONTA
240.25,FORA_PONTA
240.5,FORA_PONTA
240.75,FORA_PONTA
241.0,FORA_PONTA
241.25,FORA_PONTA
241.5,FORA_PONTA
241.75,FORA_PONTA
242.0,FORA_PONTA
242.25,FORA_PONTA
242.5,FORA_PONTA
242.75,FORA_PONTA
243.0,FORA_PONTA
243.25,FORA_PONTA
243.5,FORA_PONTA
243.75,FORA_PONTA
244.0,FORA_PONTA
244.25,FORA_PONTA
244.5,FORA_PONTA
244.75,FORA_PONTA
245.0,FORA_PONTA
245.25,FORA_PONTA
245.5,FORA_PONTA
245.75,FORA_PONTA
246.0,FORA_PONTA
246.25,FORA_PONTA
246.5,FORA_PONTA
246.75,FORA_PONTA
247.0,FORA_PONTA
247.25,FORA_PONTA
247.5,FORA_PONTA
247.75,FORA_PONTA
248.0,FORA_PONTA
248.25,FORA_PONTA
248.5,FORA_PONTA
248.75,FORA_PONTA
249.0,FORA_PONTA
249.25,FORA_PONTA
249.5,FORA_PONTA
249.75,FORA_PONTA
250.0,FORA_PONTA
250.25,FORA_PONTA
250.5,FORA_PONTA
250.75,FORA_PONTA
251.0,FORA_PONTA
251.25,FORA_PONTA
251.5,FORA_PONTA
251.75,FORA_PONTA
252.0,FORA_PONTA
252.25,FORA_PONTA
252.5,FORA_PONTA
252.75,FORA_PONTA
253.0,FORA_PONTA
253.25,FORA_PONTA
253.5,FORA_PONTA
253.75,FORA_PONTA
254.0,FORA_PONTA
254.25,FORA_PONTA
254.5,FORA_PONTA
254.75,FORA_PONTA
255.0,FORA_PONTA
255.25,FORA_PONTA
255.5,FORA_PONTA
255.75,FORA_PONTA
256.0,FORA_PONTA
256.25,FORA_PONTA
256.5,FORA_PONTA
256.75,FORA_PONTA
257.0,FORA_PONTA
257.25,FORA_PONTA
257.5,FORA_PONTA
257.75,FORA_PONTA
258.0,FORA_PONTA
258.25,FORA_PONTA
258.5,FORA_PONTA
258.75,FORA_PONTA
259.0,FORA_PONTA
259.25,FORA_PONTA
259.5,FORA_PONTA
259.75,FORA_PONTA
260.0,FORA_PONTA
260.25,FORA_PONTA
260.5,FORA_PONTA
260.75,FORA_PONTA
261.0,FORA_PONTA
261.25,FORA_PONTA
261.5,FORA_PONTA
261.75,FORA_PONTA
262.0,FORA_PONTA
262.25,FORA_PONTA
262.5,FORA_PONTA
262.75,FORA_PONTA
263.0,FORA_PONTA
263.25,FORA_PONTA
263.5,FORA_PONTA
263.75,FORA_PONTA
264.0,FORA_PONTA
264.25,FORA_PONTA
264.5,FORA_PONTA
264.75,FORA_PONTA
265.0,FORA_PONTA
265.25,FORA_PONTA
265.5,FORA_PONTA
265.75,FORA_PONTA
266.0,FORA_PONTA
266.25,FORA_PONTA
266.5,FORA_PONTA
266.75,FORA_PONTA
267.0,FORA_PONTA
267.25,FORA_PONTA
267.5,FORA_PONTA
267.75,FORA_PONTA
268.0,FORA_PONTA
268.25,FORA_PONTA
268.5,FORA_PONTA
268.75,FORA_PONTA
269.0,FORA_PONTA
269.25,FORA_PONTA
269.5,FORA_PONTA
269.75,FORA_PONTA
270.0,FORA_PONTA
270.25,FORA_PONTA
270.5,FORA_PONTA
270.75,FORA_PONTA
271.0,FORA_PONTA
271.25,FORA_PONTA
271.5,FORA_PONTA
271.75,FORA_PONTA
272.0,FORA_PONTA
272.25,FORA_PONTA
272.5,FORA_PONTA
272.75,FORA_PONTA
273.0,FORA_PONTA
273.25,FORA_PONTA
273.5,FORA_PONTA
273.75,FORA_PONTA
274.0,FORA_PONTA
274.25,FORA_PONTA
274.5,FORA_PONTA
274.75,FORA_PONTA
